Label;MovelPackage;PrecoTargetOfertaProposta >=;PrecoTargetOfertaProposta <=;MovelPontos_PrecoDadosDep;DadosMovel;FamiliaTVMovel;IsTerminalFicticio;UF;RegiaoMovel;REGIAO;.VelocidadeVeloxTela;.PlanoTVComDVR;TV;OfertaComDescontoDACC;FranquiaVCLD;WorkGroup;Return;TopOfertaFicticio;EmpacotaDados;ClassificacaoPreco;.NivelPreco;PrecoMovelTotalComFidel;PrecoMovelVozComFidel;PrecoMovelDadosTitularComFidel;PrecoPlanoFixoFidel;PrecoPlanoTVFidel;.PrecoFixoLDComFidel;.PrecoFixoVCComFidel;PrecoPlanoVeloxSemSVAFidel;PrecoPlanoVeloxComSVAFidel;PrecoSVAVeloxFidel;PrecoDescontoDACC;.TipoPlanoMovel;CodigoCampanhaVozSemSVASemLDSemVCFidel;.CodigoCampanhaVozSemSVASemLDComVCFidel;.CodigoCampanhaVozSemSVAComLDSemVCFidel;.CodigoCampanhaVozSemSVAComLDComVCFidel;.CodigoCampanhaVozComSVASemLDSemVCFidel;.CodigoCampanhaVozComSVASemLDComVCFidel;.CodigoCampanhaVozComSVAComLDSemVCFidel;.CodigoCampanhaVozComSVAComLDComVCFidel;.CodigoOfertaVozSemSVASemLDSemVCFidel;.CodigoOfertaVozSemSVASemLDComVCFidel;.CodigoOfertaVozSemSVAComLDSemVCFidel;.CodigoOfertaVozSemSVAComLDComVCFidel;.CodigoOfertaVozComSVASemLDSemVCFidel;.CodigoOfertaVozComSVASemLDComVCFidel;.CodigoOfertaVozComSVAComLDSemVCFidel;.CodigoOfertaVozComSVAComLDComVCFidel;PermiteAddOnSMS;FranquiaSMS;.MinLDofertaOn;.MinVCoferta;.MinLDOfertaFixo;.ValorMultaFidel;ElegivelResgatePontosDadosMovel;Pontos;ConteudosOnlineFidel;AplicativosTitularFidel;AplicativosDependenteFidel;IsencoesTrafegoTitularFidel;IsencoesTrafegoDependenteFidel
else if;Oi Total Conectado Digital;359.9;364.9;49.9;20000;;False;;G1;;VX Até 2mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N12""";329.9;26.61;208.29;50.1;;;;44.9;27.8;17.1;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_104_DIG_20GB_BL2_DEP1""";;;;;;;;"""OT_SET18_FID_CONEC_RET_104_DIG_20GB_BL2_DEP1""";False;99999;99999;99999;99999;999;False;0;"Coleção Oi, WatchESPN, Noggin, Discovery Kids ON, Crackle, HBO GO e  FOX+
";;;;
else if;Oi Total Conectado Digital;354.9;359.9;49.9;20000;;False;;G1;;VX Até 2mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N13""";324.9;26.61;203.29;50.1;;;;44.9;27.8;17.1;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_105_DIG_20GB_BL2_DEP1""";;;;;;;;"""OT_SET18_FID_CONEC_RET_105_DIG_20GB_BL2_DEP1""";False;99999;99999;99999;99999;999;False;0;"Coleção Oi, WatchESPN, Noggin, Discovery Kids ON, Crackle, HBO GO e  FOX+
";;;;
else if;Oi Total Conectado Digital;349.9;354.9;49.9;20000;;False;;G1;;VX Até 2mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N14""";319.9;26.61;198.29;50.1;;;;44.9;27.8;17.1;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_106_DIG_20GB_BL2_DEP1""";;;;;;;;"""OT_SET18_FID_CONEC_RET_106_DIG_20GB_BL2_DEP1""";False;99999;99999;99999;99999;999;False;0;"Coleção Oi, WatchESPN, Noggin, Discovery Kids ON, Crackle, HBO GO e  FOX+
";;;;
else if;Oi Total Conectado Digital;339.9;349.9;49.9;20000;;False;;G1;;VX Até 2mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N15""";314.9;26.61;193.29;50.1;;;;44.9;27.8;17.1;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_107_DIG_20GB_BL2_DEP1""";;;;;;;;"""OT_SET18_FID_CONEC_RET_107_DIG_20GB_BL2_DEP1""";False;99999;99999;99999;99999;999;False;0;"Coleção Oi, WatchESPN, Noggin, Discovery Kids ON, Crackle, HBO GO e  FOX+
";;;;
else if;Oi Total Conectado Digital;334.9;339.9;49.9;20000;;False;;G1;;VX Até 2mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N16""";304.9;26.61;183.29;50.1;;;;44.9;27.8;17.1;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_108_DIG_20GB_BL2_DEP1""";;;;;;;;"""OT_SET18_FID_CONEC_RET_108_DIG_20GB_BL2_DEP1""";False;99999;99999;99999;99999;999;False;0;"Coleção Oi, WatchESPN, Noggin, Discovery Kids ON, Crackle, HBO GO e  FOX+
";;;;
else if;Oi Total Conectado Digital;329.9;334.9;49.9;20000;;False;;G1;;VX Até 2mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N17""";299.9;26.61;178.29;50.1;;;;44.9;27.8;17.1;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_109_DIG_20GB_BL2_DEP1""";;;;;;;;"""OT_SET18_FID_CONEC_RET_109_DIG_20GB_BL2_DEP1""";False;99999;99999;99999;99999;999;False;0;"Coleção Oi, WatchESPN, Noggin, Discovery Kids ON, Crackle, HBO GO e  FOX+
";;;;
else if;Oi Total Conectado Digital;324.9;329.9;49.9;20000;;False;;G1;;VX Até 2mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N18""";294.9;26.61;173.29;50.1;;;;44.9;27.8;17.1;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_110_DIG_20GB_BL2_DEP1""";;;;;;;;"""OT_SET18_FID_CONEC_RET_110_DIG_20GB_BL2_DEP1""";False;99999;99999;99999;99999;999;False;0;"Coleção Oi, WatchESPN, Noggin, Discovery Kids ON, Crackle, HBO GO e  FOX+
";;;;
else if;Oi Total Conectado Digital;319.9;324.9;49.9;20000;;False;;G1;;VX Até 2mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N19""";289.9;26.61;168.29;50.1;;;;44.9;27.8;17.1;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_111_DIG_20GB_BL2_DEP1""";;;;;;;;"""OT_SET18_FID_CONEC_RET_111_DIG_20GB_BL2_DEP1""";False;99999;99999;99999;99999;999;False;0;"Coleção Oi, WatchESPN, Noggin, Discovery Kids ON, Crackle, HBO GO e  FOX+
";;;;
else if;Oi Total Conectado Digital;314.9;319.9;49.9;20000;;False;;G1;;VX Até 2mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N20""";284.9;26.61;163.29;50.1;;;;44.9;27.8;17.1;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_112_DIG_20GB_BL2_DEP1""";;;;;;;;"""OT_SET18_FID_CONEC_RET_112_DIG_20GB_BL2_DEP1""";False;99999;99999;99999;99999;999;False;0;"Coleção Oi, WatchESPN, Noggin, Discovery Kids ON, Crackle, HBO GO e  FOX+
";;;;
else if;Oi Total Conectado Digital;309.9;314.9;49.9;20000;;False;;G1;;VX Até 2mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N21""";279.9;26.61;158.29;50.1;;;;44.9;27.8;17.1;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_113_DIG_20GB_BL2_DEP1""";;;;;;;;"""OT_SET18_FID_CONEC_RET_113_DIG_20GB_BL2_DEP1""";False;99999;99999;99999;99999;999;False;0;"Coleção Oi, WatchESPN, Noggin, Discovery Kids ON, Crackle, HBO GO e  FOX+
";;;;
else if;Oi Total Conectado Digital;304.9;309.9;49.9;20000;;False;;G1;;VX Até 2mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N22""";274.9;26.61;153.29;50.1;;;;44.9;27.8;17.1;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_114_DIG_20GB_BL2_DEP1""";;;;;;;;"""OT_SET18_FID_CONEC_RET_114_DIG_20GB_BL2_DEP1""";False;99999;99999;99999;99999;999;False;0;"Coleção Oi, WatchESPN, Noggin, Discovery Kids ON, Crackle, HBO GO e  FOX+
";;;;
else if;Oi Total Conectado Digital;299.9;304.9;49.9;20000;;False;;G1;;VX Até 2mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N23""";269.9;26.61;148.29;50.1;;;;44.9;27.8;17.1;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_115_DIG_20GB_BL2_DEP1""";;;;;;;;"""OT_SET18_FID_CONEC_RET_115_DIG_20GB_BL2_DEP1""";False;99999;99999;99999;99999;999;False;0;"Coleção Oi, WatchESPN, Noggin, Discovery Kids ON, Crackle, HBO GO e  FOX+
";;;;
else if;Oi Total Conectado Digital;294.9;299.9;49.9;20000;;False;;G1;;VX Até 2mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N24""";264.9;26.61;143.29;50.1;;;;44.9;27.8;17.1;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_AQ_116_DIG_20GB_BL2_DEP1""";;;;;;;;"""OT_SET18_FID_CONEC_RET_AQ_116_DIG_20GB_BL2_DEP1""";False;99999;99999;99999;99999;999;False;0;"Coleção Oi, WatchESPN, Noggin, Discovery Kids ON, Crackle, HBO GO e  FOX+
";;;;
else if;Oi Total Conectado Digital;289.9;294.9;49.9;20000;;False;;G1;;VX Até 2mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N25""";259.9;26.61;138.29;50.1;;;;44.9;27.8;17.1;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_117_DIG_20GB_BL2_DEP1""";;;;;;;;"""OT_SET18_FID_CONEC_RET_117_DIG_20GB_BL2_DEP1""";False;99999;99999;99999;99999;999;False;0;"Coleção Oi, WatchESPN, Noggin, Discovery Kids ON, Crackle, HBO GO e  FOX+
";;;;
else if;Oi Total Conectado Digital;284.9;289.9;49.9;20000;;False;;G1;;VX Até 2mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N26""";254.9;26.61;133.29;50.1;;;;44.9;27.8;17.1;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_118_DIG_20GB_BL2_DEP1""";;;;;;;;"""OT_SET18_FID_CONEC_RET_118_DIG_20GB_BL2_DEP1""";False;99999;99999;99999;99999;999;False;0;"Coleção Oi, WatchESPN, Noggin, Discovery Kids ON, Crackle, HBO GO e  FOX+
";;;;
else if;Oi Total Conectado Digital;279.9;284.9;49.9;20000;;False;;G1;;VX Até 2mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N27""";249.9;26.61;128.29;50.1;;;;44.9;27.8;17.1;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_119_DIG_20GB_BL2_DEP1""";;;;;;;;"""OT_SET18_FID_CONEC_RET_119_DIG_20GB_BL2_DEP1""";False;99999;99999;99999;99999;999;False;0;"Coleção Oi, WatchESPN, Noggin, Discovery Kids ON, Crackle, HBO GO e  FOX+
";;;;
else if;Oi Total Conectado Digital;269.9;279.9;49.9;20000;;False;;G1;;VX Até 2mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N28""";244.9;26.61;123.29;50.1;;;;44.9;27.8;17.1;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_120_DIG_20GB_BL2_DEP1""";;;;;;;;"""OT_SET18_FID_CONEC_RET_120_DIG_20GB_BL2_DEP1""";False;99999;99999;99999;99999;999;False;0;"Coleção Oi, WatchESPN, Noggin, Discovery Kids ON, Crackle, HBO GO e  FOX+
";;;;
else if;Oi Total Conectado Digital;264.9;269.9;49.9;20000;;False;;G1;;VX Até 2mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N29""";234.9;26.61;113.29;50.1;;;;44.9;27.8;17.1;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_121_DIG_20GB_BL2_DEP1""";;;;;;;;"""OT_SET18_FID_CONEC_RET_121_DIG_20GB_BL2_DEP1""";False;99999;99999;99999;99999;999;False;0;;;;;
else if;Oi Total Conectado Digital;240.7;264.9;49.9;20000;;False;;G1;;VX Até 2mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N30""";229.9;26.61;108.29;50.1;;;;44.9;27.8;17.1;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_122_DIG_20GB_BL2_DEP1""";;;;;;;;"""OT_SET18_FID_CONEC_RET_122_DIG_20GB_BL2_DEP1""";False;99999;99999;99999;99999;999;False;0;;;;;
else if;Oi Total Conectado Digital;-9999;240.7;49.9;20000;;False;;G1;;VX Até 2mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N31""";205.7;26.9;113;20.9;;;;44.9;27.8;17.10;;"""Mais""";;;;;;;;"""OT_MIG_JUL18_FID_3PM_PILIM_20GB_D3_BL2_OF1""";;;;;;;;"""OT_MIG_JUL18_FID_3PM_PILIM_20GB_D3_BL2_OF1""";False;99999;99999;99999;99999;549;False;0;;;;;
else if;Oi Total Conectado Digital;219.9;9999;29.9;4000;;False;;G1;;BLM 10gb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N1""";189.9;29.4;65.5;50.1;;;;44.9;27.8;17.10;;"""Mais""";;;;;;;;OT_SET18_FID_CONEC_RET_139_DIG_4GB_BL2_DEP3;;;;;;;;OT_SET18_FID_CONEC_RET_139_DIG_4GB_BL2_DEP3;False;99999;99999;99999;99999;599;False;0;;;;;
else if;Oi Total Conectado Digital;214.9;219.9;29.9;4000;;False;;G1;;BLM 10gb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N2""";184.9;29.4;60.5;50.1;;;;44.9;27.8;17.10;;"""Mais""";;;;;;;;OT_SET18_FID_CONEC_RET_140_DIG_4GB_BL2_DEP3;;;;;;;;OT_SET18_FID_CONEC_RET_140_DIG_4GB_BL2_DEP3;False;99999;99999;99999;99999;599;False;0;;;;;
else if;Oi Total Conectado Digital;211.9;214.9;29.9;4000;;False;;G1;;BLM 10gb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N3""";179.9;29.4;55.5;50.1;;;;44.9;27.8;17.10;;"""Mais""";;;;;;;;OT_SET18_FID_CONEC_RET_141_DIG_4GB_BL2_DEP3;;;;;;;;OT_SET18_FID_CONEC_RET_141_DIG_4GB_BL2_DEP3;False;99999;99999;99999;99999;599;False;0;;;;;
else if;Oi Total Conectado Digital;209.9;211.9;29.9;4000;;False;;G1;;BLM 10gb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N4""";176.9;29.4;52.5;50.1;;;;44.9;27.8;17.10;;"""Mais""";;;;;;;;OT_SET18_FID_CONEC_RET_142_DIG_4GB_BL2_DEP3;;;;;;;;OT_SET18_FID_CONEC_RET_142_DIG_4GB_BL2_DEP3;False;99999;99999;99999;99999;599;False;0;;;;;
else if;Oi Total Conectado Digital;207.9;209.9;29.9;4000;;False;;G1;;BLM 10gb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N5""";174.9;29.4;50.5;50.1;;;;44.9;27.8;17.10;;"""Mais""";;;;;;;;OT_SET18_FID_CONEC_RET_143_DIG_4GB_BL2_DEP3;;;;;;;;OT_SET18_FID_CONEC_RET_143_DIG_4GB_BL2_DEP3;False;99999;99999;99999;99999;599;False;0;;;;;
else if;Oi Total Conectado Digital;203.9;207.9;29.9;4000;;False;;G1;;BLM 10gb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N6""";172.9;29.4;48.5;50.1;;;;44.9;27.8;17.10;;"""Mais""";;;;;;;;OT_SET18_FID_CONEC_RET_144_DIG_4GB_BL2_DEP3;;;;;;;;OT_SET18_FID_CONEC_RET_144_DIG_4GB_BL2_DEP3;False;99999;99999;99999;99999;599;False;0;;;;;
else if;Oi Total Conectado Digital;199.9;203.9;29.9;4000;;False;;G1;;BLM 10gb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N7""";168.9;29.4;44.5;50.1;;;;44.9;27.8;17.10;;"""Mais""";;;;;;;;OT_SET18_FID_CONEC_RET_145_DIG_4GB_BL2_DEP3;;;;;;;;OT_SET18_FID_CONEC_RET_145_DIG_4GB_BL2_DEP3;False;99999;99999;99999;99999;599;False;0;;;;;
else if;Oi Total Conectado Digital;194.9;199.9;29.9;4000;;False;;G1;;BLM 10gb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N8""";164.9;29.4;40.5;50.1;;;;44.9;27.8;17.10;;"""Mais""";;;;;;;;OT_SET18_FID_CONEC_RET_146_DIG_4GB_BL2_DEP3;;;;;;;;OT_SET18_FID_CONEC_RET_146_DIG_4GB_BL2_DEP3;False;99999;99999;99999;99999;599;False;0;;;;;
else if;Oi Total Conectado Digital;191.9;194.9;29.9;4000;;False;;G1;;BLM 10gb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N9""";159.9;29.4;30.5;55.1;;;;44.9;27.8;17.10;;"""Mais""";;;;;;;;OT_MIG_JUL18_FID_3PM_PILIM_4GB_D1_BL2_OF4;;;;;;;;OT_MIG_JUL18_FID_3PM_PILIM_4GB_D1_BL2_OF4;False;99999;99999;99999;99999;549;False;0;;;;;
else if;Oi Total Conectado Digital;189.9;191.9;29.9;4000;;False;;G1;;BLM 10gb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N10""";156.9;29.4;32.5;50.1;;;;44.9;27.8;17.10;;"""Mais""";;;;;;;;OT_SET18_FID_CONEC_RET_147_DIG_4GB_BL2_DEP3;;;;;;;;OT_SET18_FID_CONEC_RET_147_DIG_4GB_BL2_DEP3;False;99999;99999;99999;99999;599;False;0;;;;;
else if;Oi Total Conectado Digital;184.9;189.9;29.9;4000;;False;;G1;;BLM 10gb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N11""";154.9;29.4;30.5;50.1;;;;44.9;27.8;17.10;;"""Mais""";;;;;;;;OT_SET18_FID_CONEC_RET_148_DIG_4GB_BL2_DEP3;;;;;;;;OT_SET18_FID_CONEC_RET_148_DIG_4GB_BL2_DEP3;False;99999;99999;99999;99999;599;False;0;;;;;
else if;Oi Total Conectado Digital;182.9;184.9;29.9;4000;;False;;G1;;BLM 10gb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N12""";149.9;28.6;26.3;50.1;;;;44.9;27.8;17.10;;"""Mais""";;;;;;;;OT_SET18_FID_CONEC_RET_149_DIG_4GB_BL2_DEP3;;;;;;;;OT_SET18_FID_CONEC_RET_149_DIG_4GB_BL2_DEP3;False;99999;99999;99999;99999;599;False;0;;;;;
else if;Oi Total Conectado Digital;179.9;182.9;29.9;4000;;False;;G1;;BLM 10gb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N13""";147.9;21.7;31.2;50.1;;;;44.9;27.8;17.10;;"""Mais""";;;;;;;;OT_SET18_FID_CONEC_RET_150_DIG_4GB_BL2_DEP3;;;;;;;;OT_SET18_FID_CONEC_RET_150_DIG_4GB_BL2_DEP3;False;99999;99999;99999;99999;599;False;0;;;;;
else if;Oi Total Conectado Digital;174.9;179.9;29.9;4000;;False;;G1;;BLM 10gb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N14""";144.9;21.2;28.7;50.1;;;;44.9;27.8;17.10;;"""Mais""";;;;;;;;OT_SET18_FID_CONEC_RET_151_DIG_4GB_BL2_DEP3;;;;;;;;OT_SET18_FID_CONEC_RET_151_DIG_4GB_BL2_DEP3;False;99999;99999;99999;99999;599;False;0;;;;;
else if;Oi Total Conectado Digital;169.9;174.9;29.9;4000;;False;;G1;;BLM 10gb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N15""";139.9;20.4;24.5;50.1;;;;44.9;27.8;17.10;;"""Mais""";;;;;;;;OT_SET18_FID_CONEC_RET_152_DIG_4GB_BL2_DEP3;;;;;;;;OT_SET18_FID_CONEC_RET_152_DIG_4GB_BL2_DEP3;False;99999;99999;99999;99999;599;False;0;;;;;
else if;Oi Total Conectado Digital;165.9;169.9;29.9;4000;;False;;G1;;BLM 10gb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N16""";134.9;19.6;20.3;50.1;;;;44.9;27.8;17.10;;"""Mais""";;;;;;;;OT_SET18_FID_CONEC_RET_153_DIG_4GB_BL2_DEP3;;;;;;;;OT_SET18_FID_CONEC_RET_153_DIG_4GB_BL2_DEP3;False;99999;99999;99999;99999;599;False;0;;;;;
else if;Oi Total Conectado Digital;154.9;165.9;29.9;4000;;False;;G1;;BLM 10gb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N17""";130.9;19;16.9;50.1;;;;44.9;27.8;17.10;;"""Mais""";;;;;;;;OT_SET18_FID_CONEC_RET_154_DIG_4GB_BL2_DEP3;;;;;;;;OT_SET18_FID_CONEC_RET_154_DIG_4GB_BL2_DEP3;False;99999;99999;99999;99999;599;False;0;;;;;
else if;Oi Total Conectado Digital;140.7;154.9;29.9;4000;;False;;G1;;BLM 10gb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N18""";119.9;19.7;20.3;35.1;;;;44.9;27.8;17.10;;"""Mais""";;;;;;;;OT_MIG_JUL18_FID_3PM_PILIM_4GB_D1_BL2_OF2;;;;;;;;OT_MIG_JUL18_FID_3PM_PILIM_4GB_D1_BL2_OF2;False;99999;99999;99999;99999;549;False;0;;;;;
else if;Oi Total Conectado Digital;-9999;140.7;29.9;4000;;False;;G1;;BLM 10gb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N19""";105.7;19.7;20.3;20.9;;;;44.9;28.4;16.5;;"""Mais""";;;;;;;;OT_MIG_JUL18_FID_3PM_PILIM_4GB_D1_BL2_OF1;;;;;;;;OT_MIG_JUL18_FID_3PM_PILIM_4GB_D1_BL2_OF1;False;99999;99999;99999;99999;549;False;0;;;;;
else if;Oi Total Conectado Digital;219.9;9999;39.9;4000;;False;;G1;;BLM 10gb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N1""";189.9;29.4;65.5;50.1;;;;44.9;27.8;17.10;;"""Mais""";;;;;;;;OT_SET18_FID_CONEC_RET_139_DIG_4GB_BL2_DEP2;;;;;;;;OT_SET18_FID_CONEC_RET_139_DIG_4GB_BL2_DEP2;False;99999;99999;99999;99999;599;False;0;;;;;
else if;Oi Total Conectado Digital;214.9;219.9;39.9;4000;;False;;G1;;BLM 10gb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N2""";184.9;29.4;60.5;50.1;;;;44.9;27.8;17.10;;"""Mais""";;;;;;;;OT_SET18_FID_CONEC_RET_140_DIG_4GB_BL2_DEP2;;;;;;;;OT_SET18_FID_CONEC_RET_140_DIG_4GB_BL2_DEP2;False;99999;99999;99999;99999;599;False;0;;;;;
else if;Oi Total Conectado Digital;211.9;214.9;39.9;4000;;False;;G1;;BLM 10gb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N3""";179.9;29.4;55.5;50.1;;;;44.9;27.8;17.10;;"""Mais""";;;;;;;;OT_SET18_FID_CONEC_RET_141_DIG_4GB_BL2_DEP2;;;;;;;;OT_SET18_FID_CONEC_RET_141_DIG_4GB_BL2_DEP2;False;99999;99999;99999;99999;599;False;0;;;;;
else if;Oi Total Conectado Digital;209.9;211.9;39.9;4000;;False;;G1;;BLM 10gb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N4""";176.9;29.4;52.5;50.1;;;;44.9;27.8;17.10;;"""Mais""";;;;;;;;OT_SET18_FID_CONEC_RET_142_DIG_4GB_BL2_DEP2;;;;;;;;OT_SET18_FID_CONEC_RET_142_DIG_4GB_BL2_DEP2;False;99999;99999;99999;99999;599;False;0;;;;;
else if;Oi Total Conectado Digital;207.9;209.9;39.9;4000;;False;;G1;;BLM 10gb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N5""";174.9;29.4;50.5;50.1;;;;44.9;27.8;17.10;;"""Mais""";;;;;;;;OT_SET18_FID_CONEC_RET_143_DIG_4GB_BL2_DEP2;;;;;;;;OT_SET18_FID_CONEC_RET_143_DIG_4GB_BL2_DEP2;False;99999;99999;99999;99999;599;False;0;;;;;
else if;Oi Total Conectado Digital;203.9;207.9;39.9;4000;;False;;G1;;BLM 10gb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N6""";172.9;29.4;48.5;50.1;;;;44.9;27.8;17.10;;"""Mais""";;;;;;;;OT_SET18_FID_CONEC_RET_144_DIG_4GB_BL2_DEP2;;;;;;;;OT_SET18_FID_CONEC_RET_144_DIG_4GB_BL2_DEP2;False;99999;99999;99999;99999;599;False;0;;;;;
else if;Oi Total Conectado Digital;199.9;203.9;39.9;4000;;False;;G1;;BLM 10gb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N7""";168.9;29.4;44.5;50.1;;;;44.9;27.8;17.10;;"""Mais""";;;;;;;;OT_SET18_FID_CONEC_RET_145_DIG_4GB_BL2_DEP2;;;;;;;;OT_SET18_FID_CONEC_RET_145_DIG_4GB_BL2_DEP2;False;99999;99999;99999;99999;599;False;0;;;;;
else if;Oi Total Conectado Digital;194.9;199.9;39.9;4000;;False;;G1;;BLM 10gb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N8""";164.9;29.4;40.5;50.1;;;;44.9;27.8;17.10;;"""Mais""";;;;;;;;OT_SET18_FID_CONEC_RET_146_DIG_4GB_BL2_DEP2;;;;;;;;OT_SET18_FID_CONEC_RET_146_DIG_4GB_BL2_DEP2;False;99999;99999;99999;99999;599;False;0;;;;;
else if;Oi Total Conectado Digital;191.9;194.9;39.9;4000;;False;;G1;;BLM 10gb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N9""";159.9;29.4;30.5;55.1;;;;44.9;27.8;17.10;;"""Mais""";;;;;;;;OT_MIG_JUL18_FID_3PM_PILIM_4GB_D2_BL2_OF4;;;;;;;;OT_MIG_JUL18_FID_3PM_PILIM_4GB_D2_BL2_OF4;False;99999;99999;99999;99999;549;False;0;;;;;
else if;Oi Total Conectado Digital;189.9;191.9;39.9;4000;;False;;G1;;BLM 10gb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N10""";156.9;29.4;32.5;50.1;;;;44.9;27.8;17.10;;"""Mais""";;;;;;;;OT_SET18_FID_CONEC_RET_147_DIG_4GB_BL2_DEP2;;;;;;;;OT_SET18_FID_CONEC_RET_147_DIG_4GB_BL2_DEP2;False;99999;99999;99999;99999;599;False;0;;;;;
else if;Oi Total Conectado Digital;184.9;189.9;39.9;4000;;False;;G1;;BLM 10gb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N11""";154.9;29.4;30.5;50.1;;;;44.9;27.8;17.10;;"""Mais""";;;;;;;;OT_SET18_FID_CONEC_RET_148_DIG_4GB_BL2_DEP2;;;;;;;;OT_SET18_FID_CONEC_RET_148_DIG_4GB_BL2_DEP2;False;99999;99999;99999;99999;599;False;0;;;;;
else if;Oi Total Conectado Digital;182.9;184.9;39.9;4000;;False;;G1;;BLM 10gb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N12""";149.9;28.6;26.3;50.1;;;;44.9;27.8;17.10;;"""Mais""";;;;;;;;OT_SET18_FID_CONEC_RET_149_DIG_4GB_BL2_DEP2;;;;;;;;OT_SET18_FID_CONEC_RET_149_DIG_4GB_BL2_DEP2;False;99999;99999;99999;99999;599;False;0;;;;;
